StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q4,Q5,Q6_1,Q7,Q7_8_TEXT,random
2021-12-31 14:23:07,2021-12-31 14:31:51,IP Address,68.103.170.223,100,523,True,2021-12-31 14:31:51,R_1QrU6pJzrqRWA1T,,,,,37.068695068359375,-97.03099822998046875,anonymous,EN,I consent,Male,30,White or Caucasian,High school graduate,56408,English,,4706
2021-12-31 14:31:36,2021-12-31 14:38:27,IP Address,73.134.250.141,100,411,True,2021-12-31 14:38:28,R_3htZAPCfYta0i4V,,,,,39.3361053466796875,-76.53890228271484375,anonymous,EN,I consent,Male,27,White or Caucasian,High school graduate,24930,English,,7918
2021-12-31 16:05:54,2021-12-31 16:22:21,IP Address,216.250.249.190,100,986,True,2021-12-31 16:22:21,R_12SfFxYkcbNkpdS,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,I consent,Female,31,White or Caucasian,Master's degree,70141,English,,5451
2021-12-31 17:24:08,2021-12-31 17:24:36,IP Address,107.208.176.119,100,28,True,2021-12-31 17:24:36,R_1CwJPu2ihejYV37,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30423,"English,Spanish",,9177
2021-12-31 17:26:42,2021-12-31 17:28:49,IP Address,99.75.146.96,100,126,True,2021-12-31 17:28:49,R_3FPrx4LrDNic7SH,,,,,38.9694061279296875,-94.6266021728515625,anonymous,EN,I consent,Female,63,White or Caucasian,Some college,25775,English,,1305
2021-12-31 17:32:57,2021-12-31 17:47:21,IP Address,66.118.5.60,100,864,True,2021-12-31 17:47:22,R_3DiPznpr2Pv8y5R,,,,,42.75140380859375,-71.5785980224609375,anonymous,EN,I consent,Male,53,White or Caucasian,Master's degree,72042,English,,4475
2021-12-31 17:37:15,2021-12-31 17:48:21,IP Address,75.40.24.179,100,665,True,2021-12-31 17:48:21,R_31Gj2jd1niEFhkW,,,,,32.5303955078125,-84.93160247802734375,anonymous,EN,I consent,Male,67,White or Caucasian,Master's degree,55352,English,,2499
2021-12-31 17:41:41,2021-12-31 17:49:43,IP Address,97.91.84.46,100,482,True,2021-12-31 17:49:43,R_1gCTscMV8GCyHvy,,,,,44.1551971435546875,-93.99610137939453125,anonymous,EN,I consent,Female,32,White or Caucasian,Master's degree,96127,English,,6093
2021-12-31 18:24:53,2021-12-31 18:38:28,IP Address,71.195.36.117,100,814,True,2021-12-31 18:38:28,R_rf27H6IZEx0mVod,,,,,45.0115966796875,-93.03510284423828125,anonymous,EN,I consent,Male,37,White or Caucasian,4 year degree,98028,English,,7803
2021-12-31 18:30:43,2021-12-31 18:39:08,IP Address,47.33.196.155,100,505,True,2021-12-31 18:39:08,R_1Kw2U6qvad4VSN8,,,,,43.605499267578125,-84.77960205078125,anonymous,EN,I consent,Male,36,White or Caucasian,Some college,44366,English,,1119
2021-12-31 18:41:59,2021-12-31 18:48:40,IP Address,76.110.114.252,100,401,True,2021-12-31 18:48:41,R_1qUS2ewVhFCtAEJ,,,,,26.048492431640625,-80.37909698486328125,anonymous,EN,I consent,Male,32,White or Caucasian,4 year degree,45211,English,,3297
2021-12-31 19:30:56,2021-12-31 19:40:55,IP Address,70.114.152.208,100,599,True,2021-12-31 19:40:55,R_1GUBJSMhxXaZehf,,,,,30.5088958740234375,-97.67960357666015625,anonymous,EN,I consent,Male,47,White or Caucasian,4 year degree,138803,English,,6097
2021-12-31 22:10:23,2021-12-31 22:11:34,IP Address,154.13.55.208,100,70,True,2021-12-31 22:11:34,R_3oNKIWciOo3wyS8,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Male,50,White or Caucasian,4 year degree,58521,English,,5780
2021-12-31 23:28:02,2021-12-31 23:44:47,IP Address,161.35.139.69,100,1005,True,2021-12-31 23:44:47,R_3Rk0dGXCQsry1im,,,,,40.836395263671875,-74.14029693603515625,anonymous,EN,I consent,Male,30,Black or African American,4 year degree,40560,English,,7108
2022-01-01 02:25:19,2022-01-01 02:26:27,IP Address,208.203.209.90,100,67,True,2022-01-01 02:26:27,R_3JwNUMxO3PDXjq6,,,,,39.9844970703125,-75.58599853515625,anonymous,EN,I consent,Male,32,White or Caucasian,Master's degree,90211,English,,2240
2022-01-01 08:02:41,2022-01-01 08:03:01,IP Address,107.208.176.119,100,19,True,2022-01-01 08:03:01,R_2YgDwUGP999vkSY,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30845,"English,Spanish",,6657
2022-01-01 08:03:57,2022-01-01 08:08:44,IP Address,216.250.248.245,100,287,True,2022-01-01 08:08:44,R_1ogQ1G74c78zk5R,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,I consent,Male,50,White or Caucasian,4 year degree,108380,English,,2804
2022-01-01 08:04:30,2022-01-01 08:10:06,IP Address,63.75.242.165,100,336,True,2022-01-01 08:10:06,R_1Gy2vVJIGg2vx47,,,,,43.4322967529296875,-124.213104248046875,anonymous,EN,I consent,Male,58,White or Caucasian,Master's degree,55352,English,,7661
2022-01-01 08:04:09,2022-01-01 08:10:10,IP Address,196.17.66.104,100,361,True,2022-01-01 08:10:11,R_1pKaLO3Io1LrDeX,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,I consent,Female,31,White or Caucasian,4 year degree,80493,English,,3893
2022-01-01 08:05:31,2022-01-01 08:17:41,IP Address,198.14.27.105,100,729,True,2022-01-01 08:17:41,R_usG0VhZGwyVywvL,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,I consent,Female,51,White or Caucasian,4 year degree,46479,English,,1502
2022-01-01 08:14:47,2022-01-01 08:22:58,IP Address,147.124.214.4,100,490,True,2022-01-01 08:22:58,R_8InzUiPoZ2j3Lzz,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,I consent,Female,43,White or Caucasian,4 year degree,131831,English,,1433
2022-01-01 08:13:02,2022-01-01 08:24:17,IP Address,75.177.130.119,100,675,True,2022-01-01 08:24:18,R_1LznJcNvfZwdYiP,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,I consent,Male,52,White or Caucasian,Some college,45845,English,,3607
2022-01-01 08:08:07,2022-01-01 08:37:38,IP Address,147.124.213.233,100,1771,True,2022-01-01 08:37:39,R_2CBv27o4WfoLCMW,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,I consent,Female,46,White or Caucasian,4 year degree,54507,English,,1702
2022-01-01 08:44:06,2022-01-01 08:44:44,IP Address,216.250.249.190,100,37,True,2022-01-01 08:44:44,R_3EZ6EjlGtGYgKUL,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,I consent,Female,31,White or Caucasian,4 year degree,60000,English,,4192
2022-01-01 08:44:51,2022-01-01 08:51:31,Spam,216.250.249.190,100,400,True,2022-01-01 08:51:31,R_AA7csYgkjnOsDbb,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,I consent,Female,31,White or Caucasian,4 year degree,60000,English,,2591
2022-01-01 09:46:27,2022-01-01 10:10:57,IP Address,154.16.89.169,100,1469,True,2022-01-01 10:10:57,R_31KQg6hRrObA8bH,,,,,35.514404296875,-97.5865020751953125,anonymous,EN,I consent,Male,40,White or Caucasian,4 year degree,30000,English,,1121
2022-01-01 10:20:01,2022-01-01 10:29:08,IP Address,172.77.45.181,100,547,True,2022-01-01 10:29:09,R_3Rqr5nLrUSYy68u,,,,,31.5153045654296875,-87.34100341796875,anonymous,EN,I consent,Male,51,White or Caucasian,2 year degree,37393,English,,9692
2022-01-01 11:35:50,2022-01-01 11:36:10,IP Address,107.208.176.119,100,19,True,2022-01-01 11:36:10,R_0Dv1DtMnEQniWrv,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30000,"English,Spanish",,4758
2022-01-01 11:40:19,2022-01-01 12:00:26,IP Address,208.203.219.62,100,1206,True,2022-01-01 12:00:26,R_BSsrbYYBUoLEtAl,,,,,39.79510498046875,-76.979400634765625,anonymous,EN,I consent,Female,25,White or Caucasian,4 year degree,20000,English,,5708
2022-01-01 11:50:02,2022-01-01 12:00:35,IP Address,74.79.136.187,100,632,True,2022-01-01 12:00:35,R_28AkgO3nICDC3ot,,,,,42.9716033935546875,-76.22299957275390625,anonymous,EN,I consent,Male,30,White or Caucasian,High school graduate,91268,English,,9968
2022-01-01 11:50:46,2022-01-01 12:01:26,IP Address,73.82.138.252,100,639,True,2022-01-01 12:01:26,R_1IDYzsXnV2u6LGH,,,,,33.93719482421875,-84.0791015625,anonymous,EN,I consent,Female,51,White or Caucasian,4 year degree,96549,English,,6246
2022-01-01 11:52:50,2022-01-01 12:05:22,IP Address,66.61.65.139,100,752,True,2022-01-01 12:05:22,R_27lNmvQPYZPFntW,,,,,41.4481048583984375,-82.0177001953125,anonymous,EN,I consent,Male,41,White or Caucasian,4 year degree,55563,English,,1852
2022-01-01 12:08:24,2022-01-01 12:17:45,IP Address,45.51.0.125,100,560,True,2022-01-01 12:17:46,R_1lnpw0eiXDULa0H,,,,,33.78729248046875,-117.923095703125,anonymous,EN,I consent,Male,34,Hispanic or Latino,4 year degree,50070,"English,Spanish",,3262
2022-01-01 12:16:12,2022-01-01 12:23:02,IP Address,67.163.230.27,100,409,True,2022-01-01 12:23:02,R_DBjlDo5SJ7jhIE9,,,,,40.193695068359375,-79.924102783203125,anonymous,EN,I consent,Male,43,White or Caucasian,Some college,38028,English,,6448
2022-01-01 14:00:11,2022-01-01 14:08:15,IP Address,72.224.167.213,100,484,True,2022-01-01 14:08:16,R_1HMXoaiuk3u56Nz,,,,,42.9907989501953125,-75.96199798583984375,anonymous,EN,I consent,Male,31,White or Caucasian,4 year degree,77535,English,,2265
2022-01-01 14:07:32,2022-01-01 14:09:24,IP Address,73.9.146.59,100,111,True,2022-01-01 14:09:24,R_3JknObTHkAjRzKs,,,,,41.7191009521484375,-88.3303985595703125,anonymous,EN,I consent,Female,53,Asian,4 year degree,81338,"English,Chinese",,3132
2022-01-01 16:11:28,2022-01-01 16:19:15,IP Address,24.90.38.109,100,466,True,2022-01-01 16:19:15,R_6x85C2Z5zN2y0OB,,,,,40.7512969970703125,-73.82440185546875,anonymous,EN,I consent,Male,64,White or Caucasian,4 year degree,79648,English,,3976
2022-01-01 19:17:51,2022-01-01 19:26:11,IP Address,99.70.252.100,100,500,True,2022-01-01 19:26:11,R_xGH3hl3bpxWLV7j,,,,,32.519500732421875,-96.8105010986328125,anonymous,EN,I consent,Male,39,Black or African American,High school graduate,36056,English,,9044
2022-01-01 20:47:53,2022-01-01 21:06:19,IP Address,70.176.79.62,100,1106,True,2022-01-01 21:06:19,R_UiNR8GuOMXUdZrX,,,,,32.2129974365234375,-110.82790374755859375,anonymous,EN,I consent,Male,48,White or Caucasian,4 year degree,23239,English,,3882
